t  [s],Delta_t  [s],z_wf  [m],phi_wf  [rad],theta_wf  [rad],zeta  [m]
1747.8,0.2,0.2146422,0.01586933,-0.015877,0.5264995
1748.0,0.2,0.2852762,0.01351923,-0.01646003,0.7805004
1748.2,0.2,0.3454462,0.01101018,-0.01654745,0.985101
1748.4,0.2,0.3934194,0.008429754,-0.01611451,1.127743
1748.6,0.2,0.4280142,0.005860724,-0.01515981,1.201302
1748.8,0.2,0.4486408,0.003376452,-0.01370618,1.205629
1749.0,0.2,0.4553108,0.001036973,-0.01179989,1.147848
1749.2,0.2,0.448614,-0.001113876,-0.009508141,1.041056
1749.4,0.2,0.4296626,-0.003049891,-0.006915084,0.9016184
1749.6,0.2,0.4000041,-0.004762306,-0.004116856,0.7457391
1749.8,0.2,0.3615088,-0.006257941,-0.001216048,0.5863222
1750.0,0.2,0.3162394,-0.007555829,0.00168382,0.4310416
1750.2,0.2,0.266313,-0.008682685,0.004483373,0.2821837
1750.4,0.2,0.2137664,-0.009667679,0.007091702,0.1382217
1750.6,0.2,0.160437,-0.01053713,0.009429742,-0.003496574
1750.8,0.2,0.1078695,-0.01130972,0.01143267,-0.1439347
1751.0,0.2,0.05725552,-0.0119929,0.01305135,-0.2804236
1751.2,0.2,0.009411705,-0.0125808,0.01425302,-0.4062511
1751.4,0.2,-0.03520468,-0.01305421,0.01502119,-0.5118822
1751.6,0.2,-0.07644617,-0.01338243,0.01535501,-0.5873339
1751.8,0.2,-0.1143996,-0.01352686,0.01526814,-0.6248518
1752.0,0.2,-0.1492954,-0.01344594,0.01478713,-0.6209853
1752.2,0.2,-0.1814129,-0.01310065,0.01394949,-0.5774405
1752.4,0.2,-0.2109939,-0.01245996,0.01280143,-0.5005744
1752.6,0.2,-0.2381725,-0.01150547,0.01139544,-0.3998875
1752.8,0.2,-0.2629286,-0.01023464,0.009787751,-0.2861789
1753.0,0.2,-0.285067,-0.008662463,0.008035903,-0.1700417
1753.2,0.2,-0.3042214,-0.006821273,0.006196464,-0.06111226
1753.4,0.2,-0.3198803,-0.004759092,0.004323061,0.03193471
1753.6,0.2,-0.3314287,-0.002536703,0.00246478,0.1010344
1753.8,0.2,-0.3382013,-0.0002239606,0.0006649558,0.1385952
1754.0,0.2,-0.33954,0.002104244,-0.00103964,0.1380452
1754.2,0.2,-0.3348529,0.004371996,-0.002619251,0.09518319
1754.4,0.2,-0.3236684,0.006506093,-0.004051271,0.01001388
1754.6,0.2,-0.3056844,0.008439342,-0.00532011,-0.1116016
1754.8,0.2,-0.2808068,0.01011335,-0.006416804,-0.2572453
1755.0,0.2,-0.249178,0.01148081,-0.007338396,-0.4087439
1755.2,0.2,-0.2111909,0.01250716,-0.008087088,-0.5445656
1755.4,0.2,-0.1674894,0.01317179,-0.008669201,-0.6433728
1755.6,0.2,-0.1189529,0.01346843,-0.009093979,-0.6878751
1755.8,0.2,-0.0666673,0.01340499,-0.009372342,-0.6679978
1756.0,0.2,-0.01188238,0.01300246,-0.009515691,-0.5825689
1756.2,0.2,0.04403981,0.01229312,-0.009534902,-0.4391784
1756.4,0.2,0.09968266,0.01131789,-0.00943959,-0.2523896
1756.6,0.2,0.1536342,0.0101232,-0.009237719,-0.04091265
1756.8,0.2,0.2045436,0.00875752,-0.008935512,0.1754716
1757.0,0.2,0.251171,0.007267967,-0.008537598,0.3785401
1757.2,0.2,0.2924283,0.005697387,-0.008047247,0.5534139
1757.4,0.2,0.3274077,0.004082323,-0.007466598,0.6894581
1757.6,0.2,0.355399,0.002452125,-0.00679679,0.7805219
1757.8,0.2,0.3758941,0.0008292988,-0.006038001,0.8248205
1758.0,0.2,0.3885817,-0.0007690512,-0.005189507,0.8246699
1758.2,0.2,0.3933332,-0.002329025,-0.004249897,0.7860871
1758.4,0.2,0.390185,-0.003837508,-0.003217609,0.7181161
1758.6,0.2,0.3793176,-0.005280069,-0.002091906,0.6317069
1758.8,0.2,0.3610379,-0.006639654,-0.0008742581,0.538114
1759.0,0.2,0.3357646,-0.007896296,0.0004299785,0.4470218
1759.2,0.2,0.3040179,-0.009027818,0.00180987,0.3648336
1759.4,0.2,0.2664146,-0.01001121,0.003247508,0.2936489
1759.6,0.2,0.2236641,-0.01082423,0.004717232,0.2313335
1759.8,0.2,0.1765661,-0.01144666,0.006185681,0.1727693
1760.0,0.2,0.1260048,-0.01186108,0.00761275,0.1119704
1760.2,0.2,0.07294099,-0.01205285,0.008953357,0.04441872
1760.4,0.2,0.01840006,-0.01200979,0.01015979,-0.0311434
1760.6,0.2,-0.03654249,-0.01172187,0.01118431,-0.1120732
1760.8,0.2,-0.09077609,-0.01118142,0.01198183,-0.192559
1761.0,0.2,-0.1431699,-0.01038426,0.01251222,-0.2654664
1761.2,0.2,-0.1925873,-0.009331644,0.01274243,-0.3246476
1761.4,0.2,-0.237901,-0.008032666,0.01264818,-0.3669103
1761.6,0.2,-0.2780119,-0.006506499,0.01221538,-0.3929745
1761.8,0.2,-0.3118743,-0.004783632,0.01144126,-0.4071164
1762.0,0.2,-0.3385283,-0.002905558,0.01033522,-0.4156585
1762.2,0.2,-0.3571413,-0.0009226945,0.008919285,-0.424843
1762.4,0.2,-0.3670539,0.001109144,0.00722792,-0.438788
1762.6,0.2,-0.3678248,0.003132977,0.00530717,-0.4581429
1762.8,0.2,-0.3592698,0.005094603,0.003212892,-0.4797757
1763.0,0.2,-0.3414864,0.006945337,0.001008204,-0.497481
1763.2,0.2,-0.3148617,0.008642995,-0.001239681,-0.5034162
1763.4,0.2,-0.2800626,0.01015113,-0.003462846,-0.489848
1763.6,0.2,-0.2380104,0.01143707,-0.005595881,-0.4508201
1763.8,0.2,-0.1898472,0.01246977,-0.007578491,-0.383477
1764.0,0.2,-0.1368977,0.0132184,-0.009357235,-0.2889042
1764.2,0.2,-0.08063447,0.01365255,-0.01088631,-0.1724077
1764.4,0.2,-0.02264686,0.01374434,-0.01212754,-0.04315127
1764.6,0.2,0.0353867,0.01347195,-0.01304982,0.08693821
1764.8,0.2,0.09172703,0.01282402,-0.01362856,0.2050212
1765.0,0.2,0.1446088,0.01180364,-0.01384528,0.2997858
1765.2,0.2,0.1922855,0.01043111,-0.01368781,0.3640303
1765.4,0.2,0.2330875,0.008744891,-0.013151,0.3966834
1765.6,0.2,0.2654917,0.006800457,-0.01223802,0.4034785
1765.8,0.2,0.2881976,0.004667476,-0.01096174,0.3957253
1766.0,0.2,0.3002038,0.002425841,-0.009346143,0.3871528
1766.2,0.2,0.3008771,0.0001611738,-0.007427219,0.3895071
1766.4,0.2,0.290007,-0.002039763,-0.005253329,0.4082056
1766.6,0.2,0.2678411,-0.004093486,-0.002884744,0.4396019
1766.8,0.2,0.2350981,-0.005924035,-0.0003923967,0.4711077
1767.0,0.2,0.1929579,-0.007467033,0.002144131,0.4845607
1767.2,0.2,0.1430271,-0.008673457,0.004639318,0.4620696
1767.4,0.2,0.08728146,-0.009512778,0.007005014,0.3925179
1767.6,0.2,0.02798478,-0.009974943,0.009154216,0.2764102
1767.8,0.2,-0.03241244,-0.01007061,0.01100516,0.12708
1768.0,0.2,-0.09139129,-0.009829235,0.01248548,-0.03257569
1768.2,0.2,-0.1464924,-0.009295013,0.01353611,-0.1770628
1768.4,0.2,-0.1954439,-0.008521203,0.01411469,-0.2866993
1768.6,0.2,-0.2362776,-0.007563813,0.01419791,-0.3544369
1768.8,0.2,-0.267423,-0.006475871,0.01378277,-0.3883859
1769.0,0.2,-0.2877705,-0.005303429,0.01288645,-0.4087203
1769.2,0.2,-0.2966988,-0.004083996,0.01154492,-0.439656
1769.4,0.2,-0.294069,-0.002847465,0.009810437,-0.4991301
1769.6,0.2,-0.2801917,-0.001618919,0.007748459,-0.5899073
1769.8,0.2,-0.2557749,-0.0004221708,0.005434176,-0.695629
1770.0,0.2,-0.2218651,0.0007172294,0.002949206,-0.7837633
1770.2,0.2,-0.1797872,0.001770614,0.0003786027,-0.8150057
1770.4,0.2,-0.1310891,0.002706953,-0.002191717,-0.7562614
1770.6,0.2,-0.07749071,0.003495593,-0.004677214,-0.5928326
1770.8,0.2,-0.02083372,0.004110202,-0.006996814,-0.3354598
1771.0,0.2,0.03697197,0.004532765,-0.009075023,-0.01949818
1771.2,0.2,0.09400841,0.004756489,-0.01084419,0.3037989
1771.4,0.2,0.1484176,0.004786772,-0.0122469,0.5811487
1771.6,0.2,0.1984742,0.00463996,-0.01323836,0.7716937
1771.8,0.2,0.2426576,0.004340205,-0.01378844,0.8572861
1772.0,0.2,0.2797155,0.00391521,-0.01388325,0.8453511
1772.2,0.2,0.3087112,0.003391873,-0.0135258,0.7637203
1772.4,0.2,0.3290498,0.002792816,-0.01273574,0.6496285
1772.6,0.2,0.3404794,0.002134493,-0.0115481,0.5370112
1772.8,0.2,0.3430693,0.001427155,-0.01001125,0.4466343
1773.0,0.2,0.3371677,0.000676541,-0.008184159,0.3823147
1773.2,0.2,0.3233457,-0.0001132147,-0.006133404,0.3340507
1773.4,0.2,0.3023361,-0.0009361824,-0.003930038,0.2862036
1773.6,0.2,0.274973,-0.001781505,-0.001646642,0.2269955
1773.8,0.2,0.2421405,-0.002631222,0.0006453308,0.1552189
1774.0,0.2,0.2047356,-0.003459515,0.002877803,0.08134771
1774.2,0.2,0.1636454,-0.004233598,0.00498788,0.02265308
1774.4,0.2,0.1197403,-0.004916143,0.006919208,-0.005501345
1774.6,0.2,0.07387793,-0.005468906,0.008622936,0.001672687
1774.8,0.2,0.026912,-0.005856946,0.01005834,0.03371468
1775.0,0.2,-0.02029941,-0.006052748,0.01119325,0.06665709
1775.2,0.2,-0.06689253,-0.006039533,0.0120043,0.07101246
1775.4,0.2,-0.1120067,-0.005813154,0.01247726,0.02321171
1775.6,0.2,-0.1548034,-0.005382268,0.0126074,-0.08390906
1775.8,0.2,-0.1944932,-0.004766775,0.01239987,-0.2358904
1776.0,0.2,-0.2303646,-0.003994871,0.01187014,-0.3992091
1776.2,0.2,-0.2618101,-0.00309934,0.01104407,-0.5312427
1776.4,0.2,-0.288344,-0.002113813,0.009957632,-0.5944083
1776.6,0.2,-0.3096091,-0.001069671,0.008655733,-0.5695166
1776.8,0.2,-0.3253731,5.927133e-06,0.007190285,-0.4634769
1777.0,0.2,-0.3355161,0.001090738,0.005617314,-0.3083928
1777.2,0.2,-0.3400143,0.002167006,0.003993425,-0.152107
1777.4,0.2,-0.3389218,0.003220311,0.002371976,-0.04326801
1777.6,0.2,-0.3323548,0.004238154,0.0007994957,-0.01591805
1777.8,0.2,-0.3204777,0.00520873,-0.0006871371,-0.07875167
1778.0,0.2,-0.3034912,0.006120125,-0.00206232,-0.2125483
1778.2,0.2,-0.2816222,0.006959975,-0.003311938,-0.3764518
1778.4,0.2,-0.2551141,0.007715469,-0.004432202,-0.5207863
1778.6,0.2,-0.2242198,0.008373473,-0.005427398,-0.6020147
1778.8,0.2,-0.1891989,0.008920605,-0.006306999,-0.5949721
1779.0,0.2,-0.1503228,0.009343173,-0.007082671,-0.498721
1779.2,0.2,-0.1078879,0.009627041,-0.007765609,-0.3347599
1779.4,0.2,-0.06223941,0.009757564,-0.008364521,-0.1389183
1779.6,0.2,-0.01380078,0.009719748,-0.008884333,0.04983263
1779.8,0.2,0.03689396,0.009498742,-0.009325556,0.1998553
1780.0,0.2,0.08917184,0.009080666,-0.009684132,0.293597
1780.2,0.2,0.1422016,0.008453654,-0.009951545,0.3293054
1780.4,0.2,0.1949874,0.007608967,-0.0101151,0.31826
1780.6,0.2,0.2463765,0.00654202,-0.0101583,0.2793919
1780.8,0.2,0.2950798,0.005253252,-0.01006149,0.2335541
1781.0,0.2,0.3397028,0.003748886,-0.009802735,0.1991661
1781.2,0.2,0.3787832,0.002041642,-0.009359191,0.1898943
1781.4,0.2,0.4108343,0.0001515461,-0.008708781,0.2139819
1781.6,0.2,0.4343919,-0.00189317,-0.007832206,0.2742826
1781.8,0.2,0.4480684,-0.004055126,-0.006715001,0.3681626
1782.0,0.2,0.4506136,-0.006287046,-0.005349439,0.4870594
1782.2,0.2,0.4409841,-0.008531476,-0.00373615,0.6162145
1782.4,0.2,0.4184187,-0.01072127,-0.001885363,0.7354991
1782.6,0.2,0.3825165,-0.01278109,0.00018214,0.8220514
1782.8,0.2,0.333311,-0.01462988,0.002434271,0.8546971
1783.0,0.2,0.2713311,-0.01618447,0.004826989,0.8191648
1783.2,0.2,0.1976421,-0.01736379,0.007303809,0.7124139
1783.4,0.2,0.1138623,-0.01809367,0.009795639,0.5443525
1783.6,0.2,0.02214873,-0.01831169,0.01222129,0.3359441
1783.8,0.2,-0.07484409,-0.01797187,0.01448905,0.1139538
1784.0,0.2,-0.1740344,-0.01704881,0.01649955,-0.09613709
1784.2,0.2,-0.2720074,-0.01554099,0.01815017,-0.2767314
1784.4,0.2,-0.3651316,-0.01347299,0.01934069,-0.4219894
1784.6,0.2,-0.4496948,-0.01089624,0.01997977,-0.5376566
1784.8,0.2,-0.5220572,-0.007888122,0.01999163,-0.6369733
1785.0,0.2,-0.5788177,-0.004549235,0.01932223,-0.7342071
1785.2,0.2,-0.6169879,-0.000998898,0.01794413,-0.8381847
1785.4,0.2,-0.6341642,0.002630975,0.01585982,-0.9481447
1785.6,0.2,-0.6286852,0.006203103,0.01310308,-1.053304
1785.8,0.2,-0.599762,0.009582571,0.009738543,-1.136111
1786.0,0.2,-0.5475654,0.01264432,0.005859652,-1.177778
1786.2,0.2,-0.4732604,0.01527969,0.001585284,-1.163944
1786.4,0.2,-0.378982,0.01740147,-0.002944645,-1.088376
1786.6,0.2,-0.2677528,0.01894702,-0.007574366,-0.9535758
1786.8,0.2,-0.1433501,0.01987948,-0.01213806,-0.7684294
1787.0,0.2,-0.0101336,0.02018705,-0.01646617,-0.5442329
1787.2,0.2,0.1271504,0.01988082,-0.02039198,-0.2909641
1787.4,0.2,0.2635757,0.01899147,-0.02375843,-0.01542415
1787.6,0.2,0.3942391,0.01756541,-0.02642469,0.2780467
1787.8,0.2,0.5144523,0.01566072,-0.02827233,0.5847568
1788.0,0.2,0.6199153,0.01334336,-0.0292107,0.8961741
1788.2,0.2,0.7068671,0.01068389,-0.02918111,1.19751
1788.4,0.2,0.7722106,0.00775495,-0.02815973,1.46771
1788.6,0.2,0.8136088,0.004629588,-0.02615886,1.682232
1788.8,0.2,0.8295487,0.001380517,-0.02322667,1.817853
1789.0,0.2,0.8193718,-0.001919844,-0.01944539,1.857956
1789.2,0.2,0.7832704,-0.005198689,-0.01492805,1.796509
1789.4,0.2,0.7222528,-0.008381823,-0.009814138,1.639453
1789.6,0.2,0.6380823,-0.01139272,-0.004264291,1.403135
1789.8,0.2,0.5331966,-0.01415211,0.001545548,1.110427
1790.0,0.2,0.4106163,-0.01657845,0.007430206,0.7859112
1790.2,0.2,0.2738466,-0.01858964,0.01320131,0.4516373
1790.4,0.2,0.1267791,-0.02010618,0.01867303,0.1246061
1790.6,0.2,-0.02640834,-0.02105548,0.02366737,-0.1836574
1790.8,0.2,-0.1813525,-0.02137715,0.02801908,-0.4658515
1791.0,0.2,-0.3336105,-0.02102854,0.03158009,-0.7169276
1791.2,0.2,-0.4787708,-0.01998982,0.03422371,-0.9324648
1791.4,0.2,-0.6125725,-0.01826788,0.03584867,-1.10812
1791.6,0.2,-0.7310279,-0.01589835,0.03638287,-1.240281
1791.8,0.2,-0.8305485,-0.01294542,0.03578695,-1.327466
1792.0,0.2,-0.9080651,-0.009499429,0.03405729,-1.371624
1792.2,0.2,-0.9611375,-0.005672443,0.03122802,-1.378568
1792.4,0.2,-0.9880481,-0.001592552,0.02737191,-1.357076
1792.6,0.2,-0.9878713,0.002602544,0.02259943,-1.316831
1792.8,0.2,-0.9605177,0.006771872,0.01705603,-1.265816
1793.0,0.2,-0.9067496,0.01077699,0.01091732,-1.208082
1793.2,0.2,-0.8282412,0.01449021,0.004375679,-1.142691
1793.4,0.2,-0.7272443,0.01778876,-0.002340476,-1.064238
1793.6,0.2,-0.6068397,0.02056717,-0.00900656,-0.9647814
1793.8,0.2,-0.4707131,0.02273737,-0.01539957,-0.8365437
1794.0,0.2,-0.3230276,0.02423168,-0.02130671,-0.6744855
1794.2,0.2,-0.1682781,0.02500556,-0.02653336,-0.4779494
1794.4,0.2,-0.01113242,0.02504004,-0.03091019,-0.2509596
1794.6,0.2,0.1437344,0.02434323,-0.03429923,-0.001271159
1794.8,0.2,0.2918061,0.02295039,-0.0365987,0.2612984
1795.0,0.2,0.4288858,0.02092219,-0.03774665,0.5265164
1795.2,0.2,0.5512435,0.01834088,-0.03772305,0.7847299
1795.4,0.2,0.655746,0.0153048,-0.03655034,1.026931
1795.6,0.2,0.7399605,0.01192171,-0.03429215,1.244072
1795.8,0.2,0.8022277,0.00830191,-0.03105012,1.426184
1796.0,0.2,0.8416988,0.004552053,-0.02695889,1.561985
1796.2,0.2,0.8583326,0.0007705193,-0.02217947,1.63953
1796.4,0.2,0.8528531,-0.002955258,-0.01689129,1.648031
1796.6,0.2,0.8266699,-0.006549458,-0.01128372,1.580525
1796.8,0.2,0.7817687,-0.009946932,-0.005547442,1.436625
1797.0,0.2,0.7205801,-0.01309134,0.000133502,1.224442
1797.2,0.2,0.6458393,-0.0159331,0.005588525,0.9608868
1797.4,0.2,0.5604475,-0.01842785,0.01066587,0.669961
1797.6,0.2,0.4673452,-0.02053569,0.01523634,0.3792228
1797.8,0.2,0.3694037,-0.02222141,0.01919559,0.1151372
1798.0,0.2,0.2693397,-0.02345529,0.02246495,-0.1016125
1798.2,0.2,0.1696526,-0.02421423,0.02499135,-0.2597038
1798.4,0.2,0.07258208,-0.0244827,0.02674636,-0.3587387
1798.6,0.2,-0.0199165,-0.0242533,0.02772479,-0.4083718
1798.8,0.2,-0.1061826,-0.02352689,0.02794279,-0.4251965
1799.0,0.2,-0.1848504,-0.02231243,0.02743568,-0.4281555
1799.2,0.2,-0.2548394,-0.02062685,0.02625552,-0.4336313
1799.4,0.2,-0.3153375,-0.01849525,0.02446846,-0.4514684
1799.6,0.2,-0.3657783,-0.01595165,0.02215192,-0.4829527
1799.8,0.2,-0.4058138,-0.01304019,0.01939176,-0.5212679
1800.0,0.2,-0.4352867,-0.009816522,0.01627946,-0.5542908
1800.2,0.2,-0.4542045,-0.006348943,0.01290955,-0.5689431
1800.4,0.2,-0.4627208,-0.002718657,0.009377317,-0.5558631
1800.6,0.2,-0.4611257,0.0009812573,0.005776772,-0.5130314
1800.8,0.2,-0.4498473,0.004648487,0.002199041,-0.44723
1801.0,0.2,-0.429463,0.008175692,-0.001269028,-0.3727912
1801.2,0.2,-0.4007176,0.01145597,-0.004546052,-0.3078542
1801.4,0.2,-0.3645427,0.01438902,-0.007557224,-0.269093
1801.6,0.2,-0.3220693,0.01688721,-0.01023543,-0.2663933
1801.8,0.2,-0.2746299,0.01888096,-0.01252244,-0.2990704
1802.0,0.2,-0.223743,0.02032267,-0.01437023,-0.3548841
1802.2,0.2,-0.1710778,0.02118881,-0.01574229,-0.412367
1802.4,0.2,-0.1184006,0.02148017,-0.01661504,-0.4460428
1802.6,0.2,-0.06750518,0.0212201,-0.01697893,-0.4332251
1802.8,0.2,-0.02013298,0.02045137,-0.01683933,-0.3605324
1803.0,0.2,0.02211029,0.01923191,-0.01621685,-0.228226
1803.2,0.2,0.05783426,0.0176302,-0.01514699,-0.05101396
1803.4,0.2,0.08593332,0.01572074,-0.01367895,0.145051
1803.6,0.2,0.1056407,0.0135801,-0.01187377,0.3288159
1803.8,0.2,0.1165642,0.01128395,-0.009801625,0.4716951
1804.0,0.2,0.1187013,0.008905068,-0.007538752,0.554584
1804.2,0.2,0.1124354,0.006512229,-0.005164142,0.5720398
1804.4,0.2,0.09851446,0.004169837,-0.002756395,0.5325537
1804.6,0.2,0.07801452,0.001937758,-0.0003910289,0.4549203
1804.8,0.2,0.05229274,-0.0001289557,0.001861554,0.3618906
1805.0,0.2,0.02293225,-0.001980786,0.00393736,0.2731172
1805.2,0.2,-0.008317751,-0.003575094,0.005779436,0.1995921
1805.4,0.2,-0.03960514,-0.004878023,0.007338047,0.14128
1805.6,0.2,-0.06903995,-0.00586672,0.008570685,0.08861424
1805.8,0.2,-0.09476117,-0.006531476,0.009442213,0.02728177
1806.0,0.2,-0.1150054,-0.006877318,0.009925381,-0.05533355
1806.2,0.2,-0.128177,-0.006924641,0.01000181,-0.164202
1806.4,0.2,-0.1329192,-0.006708594,0.009663435,-0.2931803
1806.6,0.2,-0.1281839,-0.006277145,0.008914137,-0.4252034
1806.8,0.2,-0.1132971,-0.005687982,0.007771373,-0.5361376
1807.0,0.2,-0.08801475,-0.005004561,0.006267351,-0.6011328
1807.2,0.2,-0.05256539,-0.004291796,0.004449492,-0.601531
1807.4,0.2,-0.007672211,-0.003611856,0.00237995,-0.5302438
1807.6,0.2,0.04544778,-0.003020539,0.0001340969,-0.3940114
1807.8,0.2,0.1051113,-0.002564513,-0.002201956,-0.2119383
1808.0,0.2,0.1692232,-0.002279607,-0.004534605,-0.01081578
1808.2,0.2,0.2353547,-0.00219011,-0.006766518,0.1813505
1808.4,0.2,0.3008431,-0.002308919,-0.008800601,0.3417631
1808.6,0.2,0.362904,-0.00263827,-0.01054393,0.4575035
1808.8,0.2,0.4187511,-0.003170731,-0.01191147,0.5273661
1809.0,0.2,0.4657154,-0.003890159,-0.01282943,0.5606317
1809.2,0.2,0.5013565,-0.004772406,-0.01323823,0.5733812
1809.4,0.2,0.523563,-0.005785672,-0.01309521,0.5835076
1809.6,0.2,0.5306373,-0.006890547,-0.01237679,0.6057573
1809.8,0.2,0.5213636,-0.008039943,-0.01108036,0.6479374
1810.0,0.2,0.4950607,-0.009179226,-0.009225674,0.7089899
1810.2,0.2,0.4516192,-0.01024689,-0.00685549,0.7791175
1810.4,0.2,0.3915243,-0.01117613,-0.004035549,0.841713
1810.6,0.2,0.3158657,-0.01189743,-0.0008534773,0.8765615
1810.8,0.2,0.2263308,-0.01234235,0.002583393,0.8636788
1811.0,0.2,0.1251805,-0.01244801,0.006151353,0.7871528
1811.2,0.2,0.01520367,-0.01216212,0.00971474,0.6384183
1811.4,0.2,-0.1003544,-0.0114478,0.01313126,0.4184727
1811.6,0.2,-0.2178907,-0.01028761,0.01625798,0.138634
1811.8,0.2,-0.3335702,-0.008686326,0.01895756,-0.1804028
1812.0,0.2,-0.4434748,-0.006671979,0.02110461,-0.5112183
1812.2,0.2,-0.5437672,-0.00429518,0.02259155,-0.823712
1812.4,0.2,-0.6308617,-0.001626681,0.02333392,-1.089869
1812.6,0.2,-0.7015863,0.001246462,0.02327484,-1.288324
1812.8,0.2,-0.7533285,0.004225772,0.02238833,-1.40771
1813.0,0.2,-0.7841524,0.007206873,0.02068147,-1.448012
1813.2,0.2,-0.7928813,0.01008525,0.01819503,-1.419524
1813.4,0.2,-0.7791416,0.01276188,0.01500267,-1.339657
1813.6,0.2,-0.7433695,0.01514848,0.01120845,-1.228372
1813.8,0.2,-0.686779,0.01717198,0.006942718,-1.103387
1814.0,0.2,-0.6112983,0.01877793,0.002356533,-0.9763641
1814.2,0.2,-0.5194744,0.01993261,-0.002385266,-0.8510156
1814.4,0.2,-0.4143538,0.02062351,-0.007111824,-0.7235005
1814.6,0.2,-0.2993417,0.02085816,-0.01165442,-0.5848686
1814.8,0.2,-0.1780467,0.02066128,-0.01585445,-0.4247662
1815.0,0.2,-0.05411892,0.02007063,-0.01957053,-0.2353339
1815.2,0.2,0.06890836,0.01913194,-0.02268442,-0.01427295
1815.4,0.2,0.1877647,0.01789358,-0.02510518,0.2336182
1815.6,0.2,0.2995636,0.01640161,-0.0267715,0.496649
1815.8,0.2,0.4018904,0.01469567,-0.02765226,0.7579289
1816.0,0.2,0.4928516,0.01280634,-0.02774545,0.9979745
1816.2,0.2,0.5710816,0.01075388,-0.02707572,1.19758
1816.4,0.2,0.6357123,0.008548756,-0.0256911,1.34041
1816.6,0.2,0.6863098,0.006193512,-0.02365894,1.415003
1816.8,0.2,0.7227885,0.003686051,-0.02106167,1.416082
1817.0,0.2,0.7453148,0.001023857,-0.01799228,1.345207
1817.2,0.2,0.7542102,-0.001791111,-0.01455005,1.210784
1817.4,0.2,0.7498665,-0.004747333,-0.01083632,1.027417
1817.6,0.2,0.7326796,-0.007819023,-0.006950863,0.8145324
1817.8,0.2,0.7030107,-0.01096244,-0.002988709,0.5942292
1818.0,0.2,0.661176,-0.01411393,0.0009621393,0.3885109
1818.2,0.2,0.6074684,-0.01719027,0.004822149,0.216231
1818.4,0.2,0.5422041,-0.02009165,0.008520723,0.09032086
1818.6,0.2,0.4657915,-0.02270735,0.01199583,0.01592084
1818.8,0.2,0.3788104,-0.02492352,0.01519302,-0.01008795
1819.0,0.2,0.2820908,-0.02663218,0.0180641,0.002019798
1819.2,0.2,0.1767801,-0.02774037,0.02056595,0.03723409
1819.4,0.2,0.06438672,-0.02817797,0.02265969,0.07890635
1819.6,0.2,-0.05320569,-0.02790324,0.02431047,0.1116869
1819.8,0.2,-0.1737592,-0.02690545,0.02548802,0.123552
1820.0,0.2,-0.2947344,-0.02520445,0.02616773,0.1065205
1820.2,0.2,-0.4133716,-0.02284755,0.02633216,0.05615572
1820.4,0.2,-0.5267899,-0.01990472,0.02597264,-0.02959865
1820.6,0.2,-0.6320963,-0.01646288,0.02509062,-0.1514731
1820.8,0.2,-0.7264947,-0.01262031,0.02369863,-0.3091432
1821.0,0.2,-0.8073871,-0.008481652,0.02182059,-0.5004454
1821.2,0.2,-0.8724638,-0.004153789,0.01949154,-0.7198097
1821.4,0.2,-0.9197783,0.0002575459,0.01675679,-0.9566513
1821.6,0.2,-0.9478079,0.004650616,0.01367055,-1.194641
1821.8,0.2,-0.9554987,0.008930216,0.01029425,-1.412566
1822.0,0.2,-0.9422957,0.01300988,0.006694525,-1.586961
1822.2,0.2,-0.9081554,0.01681358,0.002941125,-1.695994
1822.4,0.2,-0.853543,0.0202765,-0.0008952516,-1.723587
1822.6,0.2,-0.77941,0.0233447,-0.004744947,-1.662524
1822.8,0.2,-0.6871578,0.02597349,-0.008541016,-1.515617
1823.0,0.2,-0.5785871,0.02812481,-0.01222038,-1.2946
1823.2,0.2,-0.4558415,0.02976433,-0.01572429,-1.017215
1823.4,0.2,-0.3213491,0.03085905,-0.01899811,-0.703518
1823.6,0.2,-0.1777689,0.03137635,-0.02199036,-0.372638
1823.8,0.2,-0.02794572,0.03128502,-0.02465137,-0.04091658
1824.0,0.2,0.1251283,0.03055833,-0.02693185,0.2782787
1824.2,0.2,0.2783466,0.0291788,-0.02878176,0.5735194
1824.4,0.2,0.4285228,0.02714353,-0.03014997,0.8340377
1824.6,0.2,0.5724332,0.02446891,-0.03098503,1.049271
1824.8,0.2,0.7068722,0.02119367,-0.03123725,1.209894
1825.0,0.2,0.8287227,0.01737932,-0.03086187,1.310244
1825.2,0.2,0.9350401,0.01310789,-0.02982315,1.351263
1825.4,0.2,1.023144,0.008477333,-0.02809889,1.342588
1825.6,0.2,1.09071,0.003595595,-0.02568455,1.30244
1825.8,0.2,1.135851,-0.001425525,-0.02259668,1.254631
